,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
689,4165,US,"Floral aromas of gardenia meet with crystalline peach notes and roasted macadamia nut pastry on the nose of this excellent bottling. The entry to the palate is soft, with rounded flavors of caramelized nectarine, vanilla and caramel, culiminating in a mouthwatering sea salt finish.",Chamise Estate Grown,92,65.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Chamisal Vineyards 2014 Chamise Estate Grown Chardonnay (Edna Valley),Chardonnay,Chamisal Vineyards
690,4167,US,"This wine is textbook New World Viognier—bright, focused and balanced, with sassy fruit flavors of citrus and apricot. The aromatics conjure up subtle notes of citrus rind and jasmine flowers, and the overall length and concentration are as good as it gets.",Estate,92,30.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Cristom 2015 Estate Viognier (Eola-Amity Hills),Viognier,Cristom
691,4168,US,"Equal parts Cabernet Sauvignon and Syrah, the aromas start out quiet, with notes of cherry, wood spice and dark fruit. The flavors are reserved and polished, showing an exquisite sense of balance and a lingering finish.",Doyenne,92,42.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,DeLille 2014 Doyenne Red (Yakima Valley),Red Blend,DeLille
692,4170,US,"Big and tannic, but tempting and tasty at the same time, this wine tastes ripe, full bodied and fruity, wrapping a blanket of fine tannins around the richness to keep it from being too sweet or overripe. It's half Merlot and half Petite Sirah.",Sommelier Quality Fifty-Fifty,87,58.0,California,El Dorado County,Sierra Foothills,Jim Gordon,@gordone_cellars,Twisted Twig 2011 Sommelier Quality Fifty-Fifty Red (El Dorado County),Red Blend,Twisted Twig
693,4172,US,"This wine opens with aromas of vanilla and baking spices that are followed by broad, silky-feeling fruit and barrel flavors, finishing on a somewhat bitter note. The oak holds a prominent role but still plays its part well.",Estate Grown and Bottled,87,25.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Claar 2011 Estate Grown and Bottled Merlot (Columbia Valley (WA)),Merlot,Claar
694,4173,US,"Tightly tannic, this 100% varietal wine comes from the producer's family estate. It's big in blackberry fruit and oak, the tannins generous on the palate. Ripe, plush plums figure into the finish, the wine bound to appeal to fans of Zinfandel for its robust nature.",Destination Series,87,35.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Kunde 2012 Destination Series Malbec (Sonoma Valley),Malbec,Kunde
695,4174,US,"Dark, brooding tones of oak, caramel and hazelnut form around medium acidity and a full-figured body of voluptuous texture in this Blanc de Blancs, a combination of 95% Chardonnay and 5% Pinot Grigio.",Blanc de Blancs Reserve,87,42.0,California,Napa County,Napa,Virginie Boone,@vboone,Mumm Napa 2011 Blanc de Blancs Reserve Sparkling (Napa County),Sparkling Blend,Mumm Napa
696,4179,US,"A blend of Cabernet (70%) and Merlot, it offers aromas of dried herbs and rasinated dark fruit along with a kiss of vanilla. The fruit flavors are plump in feel with a sweet finish.",Whistle Stop,87,10.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Snoqualmie 2013 Whistle Stop Red (Columbia Valley (WA)),Red Blend,Snoqualmie
697,4191,US,"Salty, briny and tart, this was aged mostly in stainless steel, with 25% or so barrel-fermented. Ripe in melon and pear, the light-bodied quaff finishes crisp and clean. Hi Vista Vineyard belongs to the longtime owner of the Cliff House Restaurant in San Francisco and is farmed by Ned Hill.",Hi Vista Vineyard,87,19.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Tin Barn 2013 Hi Vista Vineyard Sauvignon Blanc (Carneros),Sauvignon Blanc,Tin Barn
698,4193,US,"The nose on this affordably priced wine from the historic winery is shy, though graphite and purple-fruit aromas slowly emerge. The palate shows lots of iron and condensed purple flower flavors.",Flor de Campo,87,23.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Sanford 2013 Flor de Campo Pinot Noir (Central Coast),Pinot Noir,Sanford
699,4194,US,"A bit light and tight on the nose, this shows condensed strawberries and dried beef aromas before diving into a palate of purple berries. It's an easy-drinking, well-made wine for everyday sipping, just not showing much extra pop.",Estate,87,32.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Tolosa 2012 Estate Syrah (Edna Valley),Syrah,Tolosa
700,4195,US,"Barrel aromas of vanilla, toast and woodspice are at the fore. The palate brings a full feel, with the wood taking over.",Reserve,87,25.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Airfield Estates 2014 Reserve Chardonnay (Yakima Valley),Chardonnay,Airfield Estates
701,4200,US,"This wine is lightly layered and linear, with stony green apple notes over a backdrop of toasted brioche.",Magnolia Lane Estate Grown,87,17.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Kunde 2015 Magnolia Lane Estate Grown Sauvignon Blanc (Sonoma Valley),Sauvignon Blanc,Kunde
702,4201,US,This behemoth of a wine grabs your attention with its deep color and late harvest aromas then coats the palate with superripe cherry and baking spice flavors. It comes across as Port-like despite its dryness and very firm tannins. Best after 2022.,Estate,87,52.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Las Positas 2013 Estate Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Las Positas
703,4203,US,Dried purple flower and candied Concord grape aromas lead the nose of this approachable bottling. The palate offers blackberry fruit and a touch of graphite-like minerality. It's pleasant but not overly complex.,X Reserve Kiler Canyon Vineyard,87,65.0,California,Paso Robles Willow Creek District,Central Coast,Matt Kettmann,@mattkettmann,LXV 2014 X Reserve Kiler Canyon Vineyard Syrah (Paso Robles Willow Creek District),Syrah,LXV
704,4205,US,"Aromas of exotic spice, game, cherry and medicine cabinet lead to plush fruit and savory flavors. The overt gaminess seems distracting, with the flavors tapering off toward the finish.",Estate Grown,87,50.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Obelisco Estate 2013 Estate Grown Malbec (Red Mountain),Malbec,Obelisco Estate
705,4216,US,"Well composed with a steely palate of green apple and lemon complemented by apple blossom aromas, this is a medium-bodied white that's easygoing and not overly complex.",Starr Ridge Vineyard Estate,87,39.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Thomas George 2014 Starr Ridge Vineyard Estate Chardonnay (Russian River Valley),Chardonnay,Thomas George
706,4220,US,"This wine is full bodied and rich on the palate, with a woody reminder of oak. Spicy apple notes are lifted by spritzy acidity.",Estate Grown,87,30.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Broadway Vineyards 2014 Estate Grown Chardonnay (Carneros),Chardonnay,Broadway Vineyards
707,4224,US,"Bright acidity translates to the aromas in this bottling: laser-sharp lime zest, squeezed grapefruit, dewy grass and wet gravel. Those scents grow riper as the wine warms, while the palate seems sweeter—more lime candy than fresh lime. It finishes tart, with a wet metal freshness.",Barrel Select,87,20.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Firestone 2015 Barrel Select Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Firestone
708,4228,US,"Delicious and easy to drink, this is medium bodied and moderately fruity, with fresh spice and just-baked bread aromas. A perfect house wine to keep in stock.",Winemaker's Blend,87,23.0,California,California,California Other,Jim Gordon,@gordone_cellars,Ghost Pines 2014 Winemaker's Blend Pinot Noir (California),Pinot Noir,Ghost Pines
709,4229,US,"This vineyard designate is 100% whole cluster fermented, an interesting study on the grape. Floral and earthy with lavender and black licorice aromas, it imparts substantial oak and tannin beneath its light rendering of black cherry fruit.",Sceales Vineyard,87,30.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Hobo 2014 Sceales Vineyard Grenache (Alexander Valley),Grenache,Hobo
710,4233,US,"Bright aromas of peach, lime leaf, jasmine and flowers lead to off-dry mandarin orange and floral flavors. It provides a lot of appeal, though the concentration at times doesn't seem all there.",Olsen Vineyard,88,22.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Swiftwater Cellars 2015 Olsen Vineyard Riesling (Yakima Valley),Riesling,Swiftwater Cellars
711,4234,US,"This wine is two-thirds Sémillon and one-third Sauvignon Blanc. Aromas of toasted grapenuts, lemon and spice are followed by broad-feeling fruit flavors that show a lightly creamy feel.",Proprietary,88,32.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Swiftwater Cellars 2015 Proprietary White (Columbia Valley (WA)),Bordeaux-style White Blend,Swiftwater Cellars
712,4237,US,"This wine is nutty, with a pronounced aroma of stone fruit and preserved lemon. These characteristics follow through on the palate, buoyed by crisp acidity. The finish offers more voluptuous mouthfeel and weight.",Las Brisas Vineyard,88,28.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Portalupi 2015 Las Brisas Vineyard Vermentino (Carneros),Vermentino,Portalupi
713,4240,US,"A rich taste of caramel wraps around toasty charred oak in this young estate wine. Dense and chewy, it shows its youth and vintage signature, a sizable presence of tannin.",Dollarhide Estate Vineyard,88,100.0,California,Napa Valley,Napa,Virginie Boone,@vboone,St. Supéry 2013 Dollarhide Estate Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,St. Supéry
714,4242,US,"From a highly sought-after vineyard site, this wine is intense in tannin and weight, making the fruit work to express itself. Red berry and cherry are given additional richness by a taste of coconut macaroon, with a mellowed finish.",Beckstoffer Georges III,88,115.0,California,Rutherford,Napa,Virginie Boone,@vboone,Judge Palmer 2011 Beckstoffer Georges III Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Judge Palmer
715,4244,US,"Hailing from Tudor Hills Vineyard, the aromas offer notes of padded butter, toast and spice. On the palate, the oak (70% new French) plays prominently, juxtaposed by full-bodied stone-fruit flavors that show some warmth.",Proprietor's Reserve,88,29.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Maryhill 2014 Proprietor's Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Maryhill
716,4245,US,This wine has mild flavors and a full mouthfeel. The aroma is light and vanilla-like while soft pear and nutmeg accents lay low on the palate.,Sangiacomo Vineyard,88,45.0,California,Sonoma Coast,Sonoma,Jim Gordon,@gordone_cellars,Mirror 2014 Sangiacomo Vineyard Chardonnay (Sonoma Coast),Chardonnay,Mirror
717,4248,US,"One of the few red dessert wines with obvious new-oak flavors, this wine smells smoky and toasty. It tastes sweet and black peppery, and is very full bodied.",USB,88,25.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Peltier NV USB Red (Lodi),Red Blend,Peltier
718,4249,US,"The smoky, spicy aromas and richly oaked flavors of this medium-bodied wine are tempting and delicious. While the wine's personality comes mostly from new oak nuances, good fruit flavors lie underneath.",Pickpocket,88,26.0,California,California,California Other,Jim Gordon,@gordone_cellars,Replica 2014 Pickpocket Red (California),Red Blend,Replica
719,4250,US,"Hailing from the winery's estate vineyard, this wine offers aromas of baking spice, wood spice, milk chocolate and herb. The flavors are quite reserved in style, showing a sense of elegance, with barrel notes lingering on the finish.",Gunselman Bench Vineyard,88,36.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Robert Karl 2013 Gunselman Bench Vineyard Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Robert Karl
720,4251,US,"Toast, savory herb, vanilla and dark cherry aromas are followed by lush, full-bodied fruit and barrel flavors. Vanilla and dill notes are speckled throughout and at times intrude.",Elephant Mountain Vineyard Reserve,88,50.0,Washington,Rattlesnake Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Ryan Patrick 2013 Elephant Mountain Vineyard Reserve Cabernet Sauvignon (Rattlesnake Hills),Cabernet Sauvignon,Ryan Patrick
721,4256,US,"Full bodied and stuffed with fresh fruit flavors, this dry wine made from grapes from three North Coast California counties smells and tastes like dark grape juice and ripe black cherries. The texture is lively but smooth, and the wine has a light tangy quality to balance its richness.",Honest,88,18.0,California,California,California Other,Jim Gordon,@gordone_cellars,The Federalist 2014 Honest Red (California),Red Blend,The Federalist
722,4263,US,"This dry, puckering wine driven by 76% Cabernet Sauvignon also contains 11% Merlot, 10% Petit Verdot and 3% Cabernet Franc. The flavors tend toward the dried cherry, cranberry side of taste, with the oak dense and overpowering.",Barrouge,85,50.0,California,Calistoga,Napa,Virginie Boone,@vboone,Barlow 2012 Barrouge Cabernet Sauvignon (Calistoga),Cabernet Sauvignon,Barlow
723,4267,US,"Cabernet Sauvignon, Merlot, Malbec and Syrah all play a part in this wine. Pink-red in color and ripely sweet in stone fruit, it conveys intense, full-bodied layers of tannin and texture.",Dry,85,18.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Simi 2014 Dry Rosé (Sonoma County),Rosé,Simi
724,4268,US,"A blend of Sangiovese (53%), Cabernet Sauvignon (35%) and Merlot, this wine is aromatically locked up with notes of wet copper penny, cherry and herbs. The flavors are soft in feel with the oak seemingly dialed back. With time, the aromas and flavors may join together better.",Dona Rae,85,26.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,SuLei 2012 Dona Rae Red (Columbia Valley (WA)),Red Blend,SuLei
